id,ticket_id,weight
24541,112356,24.12
24542,120348,6.2
24543,146313,6.6
24544,81732,7.82
24545,112118,8.54
24546,123627,17.81
24547,48266,11.21
24548,29078,15.91
24549,109725,9.4
24550,97392,8.14
24551,40732,26.78
24552,26234,15.07
24553,1871,24.59
24554,114624,13.44
24555,119275,21.77
24556,71618,23.4
24557,111822,28.64
24558,35709,29.56
24559,111676,10.8
24560,68558,22.71
24561,90000,23.82
24562,46470,23.69
24563,14474,15.95
24564,89891,17.47
24565,28226,28.94
24566,15799,6.8
24567,135048,13.58
24568,71079,20.93
24569,33921,18.16
24570,143566,8.36
24571,125497,15.61
24572,6289,18.2
24573,15562,8.81
24574,112958,17.53
24575,72641,5.39
24576,105624,11.39
24577,12874,20.97
24578,102324,9.41
24579,26698,25.27
24580,19148,12.52
24581,115571,23.11
24582,80118,7.94
24583,103052,23.46
24584,135172,19.98
24585,97537,19.12
24586,89490,26.11
24587,2684,8.89
24588,16077,6.2
24589,107238,13.67
24590,73542,9.21
24591,86081,7.64
24592,111427,18.26
24593,29887,17.19
24594,48180,6.3
24595,15657,7.53
24596,47623,21.89
24597,136473,6.85
24598,52053,17.56
24599,102117,25.24
24600,97794,13.61
24601,22847,24.27
24602,11811,22.19
24603,35755,20.56
24604,111111,19.0
24605,146328,6.91
24606,11666,14.62
24607,854,28.75
24608,39005,18.52
24609,103646,20.49
24610,55772,21.53
24611,44480,5.61
24612,85867,5.86
24613,23460,14.82
24614,95393,5.02
24615,77022,29.84
24616,126808,9.35
24617,25630,29.34
24618,65788,24.31
24619,62514,14.67
24620,110313,27.19
24621,8088,27.37
24622,103187,19.09
24623,34534,25.26
24624,76529,24.28
24625,103041,9.26
24626,105669,20.78
24627,146689,20.54
24628,38729,29.77
24629,127345,17.68
24630,45460,15.08
24631,71487,19.9
24632,139341,13.8
24633,39117,18.65
24634,55750,12.13
24635,106444,21.77
24636,121763,17.8
24637,11976,7.03
24638,104582,27.91
24639,107588,29.26
24640,127308,11.79
24641,31409,14.18
24642,10437,6.76
24643,25571,10.15
24644,53973,23.83
24645,107627,25.14
24646,47368,25.8
24647,44506,19.29
24648,7490,21.25
24649,21450,27.34
24650,124934,14.78
24651,94101,13.75
24652,46380,24.63
24653,65533,10.87
24654,92507,25.22
24655,57995,21.87
24656,95649,6.26
24657,93397,25.42
24658,109480,7.52
24659,49095,13.24
24660,65984,6.99
24661,42609,21.55
24662,110051,10.33
24663,12781,23.94
24664,131104,5.39
24665,139778,26.65
24666,109250,25.56
24667,141715,7.06
24668,52621,26.43
24669,145257,5.54
24670,34129,9.66
24671,68885,14.41
24672,83734,7.7
24673,109150,11.7
24674,3330,28.82
24675,126948,11.63
24676,15289,14.79
24677,136117,6.14
24678,134112,26.21
24679,16101,22.88
24680,124712,6.99
24681,128885,29.0
24682,127311,21.95
24683,142607,9.38
24684,61435,7.56
24685,130363,13.69
24686,107555,12.69
24687,113067,15.06
24688,26125,21.43
24689,42077,22.63
24690,138103,22.85
24691,108473,18.81
24692,138125,22.79
24693,69566,15.24
24694,11248,9.36
24695,51744,13.33
24696,140303,7.98
24697,35379,27.14
24698,117884,13.47
24699,136503,17.45
24700,46251,23.04
24701,110045,25.84
24702,27901,11.16
24703,31661,20.13
24704,122429,12.54
24705,66228,12.49
24706,83094,13.28
24707,1455,20.96
24708,145792,5.24
24709,45265,12.17
24710,2831,15.24
24711,77444,19.02
24712,141281,19.55
24713,21937,9.81
24714,46427,20.55
24715,12453,26.91
24716,73266,26.77
24717,2773,10.48
24718,92708,23.29
24719,133953,9.21
24720,112042,10.18
24721,74208,7.6
24722,94100,5.06
24723,6316,10.1
24724,63697,19.39
24725,46444,24.34
24726,139402,25.76
24727,72535,14.0
24728,80344,17.23
24729,37076,8.69
24730,144894,22.37
24731,35726,7.51
24732,83513,23.71
24733,124360,25.28
24734,9673,9.36
24735,117472,9.82
24736,27502,14.71
24737,27161,12.07
24738,139326,17.03
24739,71719,6.32
24740,41395,29.47
24741,43209,17.5
24742,139216,8.81
24743,56820,22.47
24744,88731,19.47
24745,64591,9.04
24746,42810,5.17
24747,145008,5.85
24748,32364,17.98
24749,103132,26.91
24750,10053,9.62
24751,109096,24.81
24752,80290,21.17
24753,55589,24.17
24754,14667,22.64
24755,86806,19.88
24756,87503,10.56
24757,18298,16.85
24758,128022,27.43
24759,43775,16.6
24760,99346,23.19
24761,57202,25.83
24762,129709,14.7
24763,115998,19.83
24764,136642,11.17
24765,117951,6.95
24766,64846,6.81
24767,89303,17.97
24768,93254,13.99
24769,137367,11.91
24770,50510,8.33
24771,114820,27.54
24772,95419,20.47
24773,94771,12.29
24774,82327,27.19
24775,50314,26.18
24776,130819,18.65
24777,37904,18.03
24778,20602,14.26
24779,3939,6.67
24780,17143,16.29
24781,106560,28.26
24782,27852,28.22
24783,28901,15.23
24784,96408,19.38
24785,42180,15.21
24786,96590,20.03
24787,79773,22.17
24788,116162,20.63
24789,17690,6.97
24790,7231,26.95
24791,113668,14.5
24792,87496,15.65
24793,127809,18.58
24794,23626,28.93
24795,144167,28.87
24796,34821,29.69
24797,72248,6.42
24798,23437,28.55
24799,132529,9.55
24800,32414,5.43
24801,52675,22.33
24802,93529,15.58
24803,35435,16.58
24804,31254,17.03
24805,16161,19.48
24806,69715,24.91
24807,10920,11.01
24808,9150,17.97
24809,140308,7.49
24810,57302,14.15
24811,188,27.64
24812,109094,19.39
24813,109641,19.88
24814,18106,10.94
24815,147789,12.54
24816,28480,12.9
24817,139623,15.05
24818,137941,29.54
24819,140538,20.79
24820,141936,6.27
24821,79408,26.52
24822,56061,26.21
24823,104729,15.26
24824,86316,27.41
24825,47925,23.08
24826,62470,23.75
24827,81863,28.14
24828,57866,13.51
24829,51869,17.22
24830,42000,7.75
24831,29873,10.13
24832,2255,29.47
24833,67569,6.77
24834,72033,18.39
24835,70607,21.63
24836,146218,22.05
24837,76419,15.12
24838,99368,6.52
24839,66485,14.21
24840,26737,28.28
24841,71191,23.69
24842,35321,27.66
24843,127002,22.57
24844,132911,6.94
24845,60724,8.75
24846,124471,9.99
24847,11510,28.62
24848,94448,15.55
24849,72471,20.21
24850,102668,23.32
24851,98710,21.52
24852,107535,24.13
24853,59129,20.77
24854,65131,23.26
24855,52582,22.61
24856,146145,27.29
24857,84428,8.18
24858,25021,24.61
24859,75358,8.52
24860,70667,23.9
24861,94731,21.49
24862,72401,27.56
24863,78616,17.84
24864,96154,15.24
24865,104377,11.32
24866,23447,22.9
24867,69422,18.4
24868,110396,8.42
24869,11824,8.18
24870,145443,7.37
24871,103919,21.33
24872,43468,29.63
24873,55553,11.22
24874,99966,17.05
24875,1613,25.09
24876,138740,12.39
24877,87515,17.02
24878,103422,18.82
24879,48353,17.85
24880,74521,16.91
24881,89829,16.68
24882,41672,11.08
24883,21517,24.62
24884,52141,6.0
24885,133450,22.13
24886,18374,26.97
24887,34932,11.56
24888,136925,6.5
24889,52171,15.96
24890,20224,9.74
24891,38169,18.65
24892,125344,16.83
24893,22750,20.83
24894,66210,19.13
24895,41885,5.66
24896,123550,27.7
24897,79169,10.31
24898,101311,19.13
24899,8154,21.53
24900,15747,23.64
24901,7681,26.74
24902,10726,25.52
24903,23453,20.63
24904,110127,12.33
24905,34168,20.11
24906,46644,17.12
24907,108651,12.02
24908,54627,27.85
24909,115793,23.97
24910,40888,24.39
24911,95667,14.49
24912,15073,14.39
24913,15810,29.18
24914,42905,21.52
24915,27499,26.04
24916,90744,5.41
24917,91996,11.84
24918,125638,16.51
24919,2031,21.36
24920,68845,8.87
24921,41736,21.73
24922,49441,10.43
24923,33319,5.88
24924,48040,16.46
24925,52837,29.12
24926,33300,12.64
24927,51970,7.9
24928,128865,8.55
24929,94491,14.18
24930,79911,6.18
24931,72028,6.94
24932,82450,17.04
24933,51033,5.13
24934,97915,9.32
24935,29186,24.42
24936,49056,24.21
24937,93875,23.68
24938,1319,16.5
24939,143471,19.88
24940,35489,25.93
24941,12639,9.07
24942,55548,15.73
24943,111614,6.33
24944,10621,6.37
24945,78297,28.92
24946,43917,6.92
24947,75543,8.14
24948,55516,14.36
24949,135497,19.6
24950,60471,19.14
24951,105826,6.41
24952,64556,23.26
24953,117910,27.41
24954,89338,12.64
24955,103215,5.94
24956,61941,17.35
24957,4458,6.14
24958,104395,11.86
24959,124701,21.35
24960,5062,6.43
24961,114071,24.36
24962,124664,18.9
24963,96353,9.35
24964,99563,9.5
24965,56040,15.15
24966,48879,10.45
24967,104296,9.11
24968,2,19.87
24969,76177,23.53
24970,107472,25.81
24971,7429,9.54
24972,104664,18.09
24973,109403,9.52
24974,141822,8.94
24975,54551,17.02
24976,57515,19.14
24977,11890,29.91
24978,108669,15.09
24979,131766,8.28
24980,35341,11.47
24981,140573,24.75
24982,24302,13.84
24983,17453,17.72
24984,30315,11.49
24985,38101,22.13
24986,54988,9.07
24987,31302,16.98
24988,122401,23.12
24989,142975,19.41
24990,104086,22.33
24991,28477,9.7
24992,21682,21.42
24993,13380,16.58
24994,71892,9.29
24995,36978,24.1
24996,112140,26.71
24997,137457,29.55
24998,136366,24.33
24999,124258,27.35
25000,21357,19.18
25001,137666,22.37
25002,137610,25.98
25003,14476,20.06
25004,144686,27.91
25005,45640,11.02
25006,25871,6.95
25007,122174,7.42
25008,72171,8.44
25009,42703,7.41
25010,38822,28.41
25011,74172,26.19
25012,59264,11.81
25013,80785,28.29
25014,5178,29.57
25015,8628,9.21
25016,66878,26.26
25017,56750,16.04
25018,32227,9.59
25019,84671,22.3
25020,126454,17.4
25021,16803,21.8
25022,100518,11.33
25023,2320,22.56
25024,35519,15.4
25025,10988,26.25
25026,9401,19.17
25027,50031,23.61
25028,51698,7.43
25029,7416,14.51
25030,93294,14.18
25031,35491,13.22
25032,100775,28.21
25033,45778,10.31
25034,98738,8.47
25035,127322,24.02
25036,84821,16.99
25037,122575,17.83
25038,72852,19.96
25039,15326,16.94
25040,91332,7.77
25041,16855,20.84
25042,1817,24.51
25043,127426,13.04
25044,46190,21.93
25045,128262,29.93
25046,61205,11.76
25047,74192,24.72
25048,32712,29.67
25049,2564,24.33
25050,147162,13.8
25051,13472,29.15
25052,141722,16.39
25053,141235,23.86
25054,70442,15.36
25055,82583,11.14
25056,32009,19.77
25057,109162,13.06
25058,24038,21.53
25059,8096,21.04
25060,68949,28.82
25061,8795,15.23
25062,71108,10.06
25063,58868,28.22
25064,44024,28.33
25065,99281,10.63
25066,745,25.39
25067,79354,28.03
25068,142992,5.61
25069,147686,18.49
25070,134315,8.08
25071,127083,6.38
25072,135092,27.58
25073,85705,12.93
25074,69499,28.8
25075,133017,21.52
25076,41476,25.56
25077,109302,18.59
25078,24033,12.09
25079,63051,16.17
25080,102469,11.14
25081,59469,9.27
25082,49347,10.85
25083,121473,19.98
25084,21776,26.78
25085,98957,11.91
25086,64725,18.46
25087,95818,13.94
25088,56713,19.37
25089,1104,14.31
25090,141724,26.21
25091,113946,20.86
25092,15819,22.01
25093,104538,14.52
25094,107303,8.03
25095,24499,21.53
25096,127640,7.5
25097,124348,23.93
25098,18794,22.74
25099,25903,18.51
25100,99767,19.78
25101,131204,10.0
25102,55034,28.0
25103,117163,25.54
25104,133737,26.72
25105,25107,29.85
25106,20948,27.58
25107,118991,17.19
25108,115440,27.2
25109,24777,23.03
25110,112289,18.52
25111,24956,20.28
25112,45321,10.38
25113,66217,20.97
25114,829,13.16
25115,29245,18.94
25116,18804,8.74
25117,142314,6.05
25118,25632,26.3
25119,9350,13.37
25120,49969,26.27
25121,143333,9.23
25122,30355,9.71
25123,134753,21.09
25124,144574,24.04
25125,113616,25.91
25126,83490,6.65
25127,16922,25.1
25128,101644,5.68
25129,48022,24.86
25130,78415,25.21
25131,55962,6.04
25132,76968,10.25
25133,115590,29.37
25134,71849,23.31
25135,140618,13.76
25136,50343,20.83
25137,137314,24.47
25138,123595,16.54
25139,55360,14.64
25140,76306,28.95
25141,9051,5.31
25142,18197,27.98
25143,32759,18.11
25144,79691,6.41
25145,55328,29.54
25146,102851,6.67
25147,31586,21.33
25148,144110,9.36
25149,24167,26.92
25150,95614,13.7
25151,54892,15.31
25152,41895,9.02
25153,38296,22.44
25154,31224,21.23
25155,41444,16.76
25156,141388,26.14
25157,127490,26.96
25158,57754,22.55
25159,99944,6.18
25160,56766,25.53
25161,25817,14.18
25162,108168,29.6
25163,116861,13.83
25164,28043,5.1
25165,56745,20.85
25166,72419,10.03
25167,95285,14.03
25168,33779,25.61
25169,59713,15.48
25170,113742,20.06
25171,81885,29.46
25172,109203,7.08
25173,4348,24.25
25174,95094,11.67
25175,112023,29.72
25176,41420,22.06
25177,86522,5.25
25178,67720,19.18
25179,16560,11.02
25180,47178,25.46
25181,5483,19.03
25182,72656,22.68
25183,79568,7.06
25184,134268,8.04
25185,142229,22.65
25186,8200,13.18
25187,26284,17.22
25188,4763,26.39
25189,60373,11.42
25190,64117,8.15
25191,39756,26.31
25192,92811,25.99
25193,122648,24.04
25194,113926,26.68
25195,44051,25.38
25196,14016,5.78
25197,24960,29.24
25198,29616,8.09
25199,90469,22.13
25200,19803,13.22
25201,66965,7.55
25202,14007,13.91
25203,62726,6.68
25204,105968,20.99
25205,41371,22.95
25206,115650,29.43
25207,147019,28.86
25208,34000,7.58
25209,111313,29.93
25210,27399,23.95
25211,47129,9.12
25212,3311,13.82
25213,47137,18.65
25214,119207,19.31
25215,86964,20.75
25216,120588,28.15
25217,142864,11.33
25218,144180,21.65
25219,146143,17.19
25220,144534,25.53
25221,20620,8.16
25222,111937,8.78
25223,106969,19.87
25224,47718,10.51
25225,123294,29.06
25226,5455,11.21
25227,84665,24.01
25228,101693,6.71
25229,62042,26.76
25230,112046,20.65
25231,22104,7.35
25232,113291,7.21
25233,20738,24.56
25234,4921,5.69
25235,22045,27.05
25236,30505,20.95
25237,73755,15.29
25238,113397,13.03
25239,64731,15.28
25240,53253,14.52
25241,3094,17.88
25242,22894,12.17
25243,12119,17.4
25244,51690,22.52
25245,110180,22.33
25246,25513,12.46
25247,34362,24.01
25248,59335,25.21
25249,11444,7.92
25250,88328,19.86
25251,94639,27.82
25252,131613,19.03
25253,14357,26.3
25254,24411,12.76
25255,67054,5.93
25256,89381,22.58
25257,16857,6.77
25258,45519,19.81
25259,66621,24.93
25260,40010,16.05
25261,146028,23.41
25262,18362,9.95
25263,42665,20.2
25264,107376,18.39
25265,116547,21.75
25266,147344,26.38
25267,80622,8.46
25268,138497,9.36
25269,92751,14.96
25270,128179,29.2
25271,24044,14.14
25272,77512,23.23
25273,515,27.36
25274,132954,11.63
25275,136024,8.54
25276,92220,5.82
25277,132552,23.46
25278,119026,26.93
25279,77188,29.89
25280,8893,21.99
25281,95766,15.97
25282,61178,28.59
25283,124084,12.22
25284,135193,19.74
25285,61196,22.98
25286,97125,11.95
25287,4361,22.63
25288,93005,29.3
25289,46981,26.08
25290,36927,21.61
25291,39038,24.29
25292,42976,7.04
25293,66816,16.58
25294,57395,16.15
25295,104452,22.59
25296,144834,17.66
25297,26732,13.78
25298,101044,16.07
25299,138705,14.88
25300,122259,18.63
25301,53638,16.03
25302,122181,8.32
25303,140122,25.83
25304,78255,28.35
25305,60049,12.48
25306,125379,18.54
25307,96829,10.07
25308,63927,9.74
25309,116777,24.33
25310,99549,29.66
25311,132659,18.65
25312,77242,20.18
25313,134961,14.23
25314,28040,7.63
25315,97033,16.36
25316,54047,9.89
25317,53975,13.81
25318,40365,14.32
25319,8343,6.69
25320,125372,25.81
25321,92613,5.24
25322,129820,12.98
25323,54305,22.08
25324,57077,27.27
25325,1562,11.85
25326,61166,14.95
25327,141337,16.9
25328,12146,24.57
25329,83117,18.47
25330,17490,15.61
25331,86258,7.92
25332,2895,7.26
25333,7301,26.15
25334,65883,26.96
25335,17985,8.55
25336,110109,6.08
25337,124570,11.46
25338,39179,14.93
25339,41382,26.87
25340,86953,28.3
25341,139825,25.63
25342,124321,20.26
25343,143135,27.84
25344,59492,26.86
25345,21759,7.85
25346,117972,27.46
25347,21673,7.04
25348,115126,9.72
25349,1012,15.2
25350,125313,15.52
25351,121119,15.18
25352,122971,17.79
25353,63207,18.62
25354,130169,27.18
25355,29805,10.41
25356,33615,9.43
25357,143846,9.14
25358,30494,14.16
25359,143208,22.55
25360,103856,9.13
25361,135129,12.18
25362,39677,12.93
25363,107083,27.48
25364,106596,5.44
25365,32026,16.97
25366,13864,10.83
25367,10825,27.09
25368,106626,24.15
25369,70812,9.97
25370,57746,17.6
25371,63358,11.55
25372,68747,11.35
25373,96521,8.59
25374,35535,11.15
25375,84061,20.96
25376,100109,29.64
25377,115113,12.86
25378,119817,9.35
25379,128662,12.34
25380,67378,29.84
25381,54513,18.62
25382,46147,13.47
25383,93318,6.52
25384,30058,9.59
25385,93453,14.32
25386,144577,21.76
25387,65824,16.98
25388,11731,27.01
25389,86323,21.68
25390,58893,14.17
25391,34286,5.09
25392,37886,12.72
25393,124506,14.27
25394,19437,24.58
25395,32851,27.85
25396,39976,29.28
25397,108440,18.13
25398,98173,28.72
25399,786,7.73
25400,46843,14.41
25401,67272,14.57
25402,85512,5.51
25403,8778,16.83
25404,57980,12.72
25405,85267,9.41
25406,78313,7.38
25407,103300,6.41
25408,15584,22.47
25409,93239,15.66
25410,124385,8.84
25411,32922,24.49
25412,13375,10.69
25413,21585,18.94
25414,7621,9.72
25415,96265,12.78
25416,108000,16.41
25417,38233,8.72
25418,10861,11.32
25419,78988,14.53
25420,467,9.21
25421,142987,25.94
25422,139397,18.96
25423,18995,21.63
25424,10139,5.61
25425,120547,16.36
25426,117637,26.06
25427,31650,15.54
25428,43359,21.17
25429,109080,20.59
25430,35811,8.54
25431,70573,20.97
25432,88184,6.88
25433,74104,17.03
25434,63306,8.66
25435,111014,27.72
25436,54014,11.21
25437,23943,18.31
25438,109923,19.26
25439,45389,20.74
25440,77114,25.06
25441,142588,29.42
25442,18606,16.6
25443,74966,24.42
25444,93714,14.09
25445,27672,27.39
25446,57304,22.58
25447,29692,25.56
25448,132565,11.74
25449,133523,24.68
25450,63154,9.01
25451,128539,9.57
25452,46210,6.5
25453,42664,22.72
25454,144685,22.3
25455,138512,24.48
25456,127235,10.13
25457,39929,28.78
25458,42804,29.89
25459,95681,7.52
25460,23022,15.21
25461,107526,9.3
25462,59972,26.46
25463,27503,13.63
25464,134238,15.48
25465,66328,11.86
25466,87127,21.67
25467,121826,28.51
25468,75218,5.28
25469,69887,20.17
25470,46812,11.62
25471,147092,28.78
25472,61203,23.46
25473,48246,22.37
25474,99069,17.2
25475,29769,9.66
25476,14225,20.05
25477,10599,29.12
25478,92984,18.37
25479,94609,10.0
25480,138442,15.58
25481,88202,10.59
25482,60187,11.93
25483,21429,16.87
25484,134244,23.52
25485,106681,15.73
25486,139543,14.36
25487,33873,19.74
25488,56558,8.24
25489,62353,13.07
25490,86623,6.04
25491,35004,14.41
25492,45270,19.82
25493,2810,25.2
25494,135415,9.23
25495,105962,22.98
25496,55706,23.5
25497,40793,19.67
25498,31983,18.72
25499,129456,19.18
25500,83926,15.6
25501,58553,29.14
25502,68421,24.41
25503,17003,23.04
25504,120666,5.81
25505,26473,16.06
25506,126435,12.3
25507,139437,20.09
25508,49837,29.78
25509,118172,25.35
25510,132161,18.47
25511,54783,13.78
25512,136592,24.16
25513,20742,22.4
25514,49597,21.38
25515,82082,26.85
25516,82807,8.08
25517,125654,19.5
25518,98453,28.17
25519,27751,21.24
25520,146945,22.61
25521,145403,25.04
25522,81907,29.18
25523,96456,25.66
25524,135714,15.87
25525,64529,18.9
25526,7851,21.14
25527,7665,25.85
25528,78749,27.13
25529,63983,29.31
25530,81651,25.39
25531,7480,12.02
25532,65032,19.84
25533,70797,25.02
25534,118798,13.64
25535,35081,19.79
25536,138526,16.56
25537,54833,16.15
25538,135608,13.83
25539,105681,6.35
25540,106074,21.35
25541,2932,9.73
25542,147494,7.7
25543,962,8.51
25544,29677,8.82
25545,67115,25.13
25546,77826,28.78
25547,144413,29.15
25548,72997,17.85
25549,11126,5.21
25550,92793,20.78
25551,134894,11.62
25552,24078,27.28
25553,111976,6.19
25554,125763,21.07
25555,31139,13.46
25556,126251,10.25
25557,72649,19.63
25558,132323,29.33
25559,146964,24.52
25560,35458,18.46
25561,96693,19.64
25562,76557,10.86
25563,93945,5.27
25564,67235,14.61
25565,99243,19.93
25566,98523,15.16
25567,23001,7.41
25568,2663,29.63
25569,59642,6.81
25570,117828,16.66
25571,85185,7.69
25572,2657,23.59
25573,146377,5.33
25574,54358,14.67
25575,11153,26.57
25576,143515,22.2
25577,55247,26.72
25578,56862,18.38
25579,124183,5.59
25580,111365,10.4
25581,1041,20.01
25582,89925,13.39
25583,11526,6.01
25584,46738,14.4
25585,124575,11.01
25586,132029,23.69
25587,56189,12.25
25588,43623,20.38
25589,69783,13.32
25590,133966,17.66
25591,47031,20.41
25592,102487,21.19
25593,32754,6.74
25594,54753,18.2
25595,144497,23.18
25596,19304,26.51
25597,55176,10.2
25598,83113,16.2
25599,18572,22.15
25600,14385,17.37
25601,113984,7.6
25602,73467,5.65
25603,68201,26.57
25604,58750,9.66
25605,71930,14.49
25606,82265,10.95
25607,42147,17.49
25608,134024,5.13
25609,3905,16.42
25610,38447,24.11
25611,12231,19.27
25612,38483,6.5
25613,25459,19.04
25614,122802,16.66
25615,35648,26.95
25616,12319,27.46
25617,75245,26.67
25618,125082,17.62
25619,26308,15.56
25620,135328,19.63
25621,81497,7.61
25622,96560,15.4
25623,121093,13.79
25624,90016,18.59
25625,21268,22.58
25626,116455,6.16
25627,92823,15.36
25628,31452,14.21
25629,141320,7.12
25630,131448,27.79
25631,140898,25.6
25632,3479,14.19
25633,27222,9.37
25634,7634,19.98
25635,31204,22.4
25636,109629,14.61
25637,117003,5.93
25638,22921,26.17
25639,120176,12.56
25640,32802,28.16
25641,75091,27.04
25642,49682,21.66
25643,34205,29.13
25644,16518,5.85
25645,109206,13.45
25646,52564,16.3
25647,84344,11.06
25648,18505,12.11
25649,116516,16.46
25650,31890,15.17
25651,77429,7.98
25652,113731,29.13
25653,14646,28.8
25654,61,6.82
25655,113401,9.56
25656,7873,17.72
25657,12230,16.04
25658,88711,28.58
25659,64060,24.43
25660,142677,23.4
25661,31657,28.84
25662,132883,16.12
25663,55596,29.98
25664,68877,18.68
25665,54371,25.28
25666,141961,16.72
25667,97632,26.72
25668,86212,16.96
25669,128191,24.34
25670,12471,18.07
25671,29491,11.39
25672,135560,7.15
25673,133054,12.87
25674,45151,6.62
25675,90982,14.81
25676,67202,28.42
25677,31590,10.35
25678,75375,20.88
25679,18363,17.78
25680,82109,26.59
25681,123545,11.13
25682,32423,15.02
25683,118514,20.1
25684,43452,20.94
25685,57901,29.29
25686,50502,8.21
25687,41814,28.31
25688,92655,7.77
25689,9435,29.77
25690,117115,18.73
25691,57311,5.93
25692,120568,22.16
25693,20782,25.03
25694,83884,22.78
25695,24442,15.69
25696,42833,7.74
25697,124735,13.08
25698,27445,17.29
25699,60777,27.33
25700,119512,23.49
25701,142239,22.03
25702,81463,28.47
25703,110864,26.7
25704,15537,28.3
25705,21681,24.37
25706,84783,8.54
25707,109130,12.46
25708,18672,7.88
25709,49581,14.22
25710,44831,12.45
25711,75120,15.76
25712,40992,13.28
25713,109476,13.29
25714,62970,11.82
25715,108557,28.63
25716,102014,14.87
25717,133756,17.0
25718,72875,20.92
25719,129195,15.88
25720,72716,22.63
25721,89685,6.81
25722,72159,7.68
25723,19565,5.34
25724,81212,25.33
25725,51070,11.86
25726,100131,22.18
25727,33850,9.03
25728,141280,16.74
25729,81828,16.48
25730,96357,24.37
25731,98008,5.21
25732,40615,16.9
25733,1986,10.7
25734,20327,19.21
25735,22220,6.3
25736,71696,17.11
25737,59770,10.9
25738,11024,24.09
25739,88807,17.95
25740,115735,13.47
25741,35126,6.55
25742,64593,8.51
25743,38489,17.66
25744,68940,11.51
25745,114538,17.23
25746,16197,25.25
25747,99840,25.14
25748,100426,14.89
25749,24277,16.95
25750,124863,12.68
25751,101133,20.79
25752,35032,21.38
25753,143749,15.16
25754,116486,16.35
25755,56851,22.51
25756,50455,26.41
25757,23744,13.09
25758,89866,25.41
25759,31805,28.75
25760,71464,14.89
25761,101415,23.89
25762,115940,9.47
25763,43520,11.42
25764,57422,22.87
25765,41549,5.16
25766,34424,29.83
25767,101322,25.75
25768,105273,13.9
25769,102596,22.93
25770,145694,20.21
25771,11006,29.93
25772,86529,22.58
25773,146248,7.93
25774,86476,18.16
25775,129930,20.35
25776,28054,19.36
25777,144656,14.54
25778,101779,20.52
25779,116076,20.24
25780,34190,19.11
25781,1054,27.64
25782,146864,16.92
25783,71458,15.88
25784,28162,16.74
25785,113453,7.28
25786,40996,14.04
25787,98172,9.87
25788,145931,9.27
25789,32558,12.59
25790,106369,26.47
25791,8629,25.94
25792,107150,8.83
25793,112658,5.87
25794,103323,16.14
25795,146302,26.52
25796,133938,19.37
25797,67154,21.25
25798,43152,26.53
25799,38165,18.04
25800,123522,10.09
25801,10858,6.48
25802,20649,19.02
25803,66535,18.21
25804,141178,19.53
25805,108711,20.43
25806,109740,21.72
25807,123055,16.57
25808,52364,9.92
25809,12844,9.72
25810,95373,29.9
25811,13768,16.73
25812,58647,21.91
25813,62973,8.59
25814,112043,24.84
25815,66663,12.92
25816,110784,29.53
25817,73088,28.17
25818,52528,7.81
25819,105028,17.92
25820,33450,22.72
25821,43839,15.8
25822,22238,28.59
25823,74182,19.19
25824,98159,18.89
25825,87253,12.05
25826,45563,28.58
25827,18822,28.72
25828,106443,9.02
25829,144781,5.23
25830,36402,9.21
25831,146265,11.49
25832,31107,25.96
25833,142863,7.13
25834,138540,27.34
25835,147738,25.52
25836,44142,20.13
25837,59537,22.4
25838,13696,13.18
25839,4436,8.57
25840,10470,17.43
25841,91021,7.93
25842,127428,11.02
25843,32679,29.86
25844,119994,9.08
25845,132024,9.84
25846,29489,15.77
25847,74958,17.89
25848,90513,22.34
25849,104239,21.29
25850,40547,24.37
25851,136509,20.19
25852,102467,24.75
25853,84596,28.46
25854,38465,22.36
25855,60578,6.92
25856,123819,20.3
25857,87567,22.27
25858,146329,12.27
25859,68921,5.74
25860,80260,27.99
25861,126388,29.5
25862,71100,13.16
25863,2827,29.39
25864,21210,18.71
25865,140437,18.11
25866,1147,6.13
25867,57917,6.2
25868,88888,8.33
25869,9833,10.33
25870,83264,24.53
25871,17576,14.42
25872,69188,13.9
25873,88040,21.47
25874,129775,17.41
25875,34662,23.07
25876,145522,28.55
25877,115638,19.0
25878,142801,15.35
25879,124372,21.76
25880,145719,6.89
25881,8029,5.05
25882,134042,29.29
25883,31463,16.86
25884,64681,29.85
25885,119852,14.36
25886,81011,11.17
25887,63999,26.29
25888,2702,9.9
25889,97,20.63
25890,67415,24.29
25891,132340,10.26
25892,27102,26.88
25893,106824,13.45
25894,131043,8.88
25895,52992,29.98
25896,101677,13.28
25897,3866,15.15
25898,143070,18.37
25899,48278,5.75
25900,6543,24.82
25901,125873,5.55
25902,4162,28.96
25903,119453,23.61
25904,8267,8.62
25905,144909,7.08
25906,35611,9.41
25907,31990,18.34
25908,134555,6.27
25909,139004,17.49
25910,48724,14.9
25911,56512,8.01
25912,136287,16.32
25913,16947,13.15
25914,19519,12.73
25915,100900,14.81
25916,52647,7.56
25917,62710,6.61
25918,41636,13.0
25919,16778,5.69
25920,74321,20.78
25921,104549,27.3
25922,126842,7.53
25923,7983,23.77
25924,37029,9.23
25925,54596,19.86
25926,44792,26.45
25927,84411,27.14
25928,31398,15.49
25929,15824,17.09
25930,113066,5.17
25931,116883,21.22
25932,131652,11.37
25933,113593,27.82
25934,141348,26.05
25935,20811,22.77
25936,73385,25.37
25937,145968,11.51
25938,83842,9.73
25939,122504,23.04
25940,42742,7.74
