id,flight_id,passenger_id,seat_number,price
29101,197,4856,8B,264.09
29102,197,4080,16F,434.04
29103,197,3787,6B,446.12
29104,197,2084,17D,137.74
29105,197,1554,19D,445.58
29106,197,756,29D,456.58
29107,197,3249,25E,248.89
29108,197,1479,20B,450.22
29109,197,2876,1E,316.6
29110,197,2881,18D,320.85
29111,197,4337,10B,232.28
29112,197,2806,18A,314.77
29113,197,4499,12C,158.09
29114,197,3073,23A,415.63
29115,197,1480,2C,325.38
29116,197,1266,22A,110.04
29117,197,1171,20D,455.85
29118,197,2410,27A,375.3
29119,197,1133,15D,231.7
29120,197,2984,1D,128.93
29121,197,4217,7D,329.86
29122,197,4636,2B,163.74
29123,197,2118,5A,191.18
29124,197,2450,29B,311.99
29125,197,3353,15D,250.14
29126,197,4557,2D,405.77
29127,197,4355,7A,55.38
29128,197,941,3B,169.02
29129,197,3586,20E,138.99
29130,197,4867,5E,291.82
29131,197,1263,13F,352.41
29132,197,2631,4B,221.52
29133,197,3298,12D,165.77
29134,197,3914,1E,198.57
29135,197,2051,3D,209.01
29136,197,3414,19E,157.6
29137,197,1352,16D,460.23
29138,197,567,19E,55.45
29139,197,1419,24B,259.94
29140,197,3374,19C,444.88
29141,197,4508,9E,422.19
29142,197,2294,4D,151.0
29143,197,4187,12B,331.66
29144,197,932,10C,256.08
29145,197,1711,22A,213.34
29146,197,1150,14B,56.44
29147,197,2506,7F,390.8
29148,197,4871,28E,360.18
29149,197,2753,22F,62.13
29150,197,4391,17D,413.94
29151,197,3469,10F,136.47
29152,197,3872,18B,490.22
29153,197,83,28A,201.23
29154,197,1322,23E,122.71
29155,197,1580,23D,484.57
29156,197,2788,29F,152.59
29157,197,1572,29C,362.25
29158,197,4012,6D,141.98
29159,197,4798,30B,252.73
29160,197,2724,7C,179.6
29161,197,2933,1A,373.2
29162,197,2734,30C,69.03
29163,197,3177,3E,353.83
29164,197,2493,30C,265.04
29165,197,4647,9F,370.33
29166,197,132,6A,145.06
29167,197,4478,25B,75.61
29168,197,1453,10D,493.84
29169,197,4836,16B,141.97
29170,197,3266,29E,239.04
29171,197,98,15B,127.23
29172,197,2952,15E,243.7
29173,197,686,11F,373.0
29174,197,2690,27B,75.07
29175,197,82,5D,255.31
29176,197,3141,8A,364.32
29177,197,2783,26F,83.73
29178,197,2770,27D,302.01
29179,197,3293,23B,305.44
29180,197,3518,26A,484.43
29181,197,3493,9A,129.67
29182,197,2957,21E,254.21
29183,197,4404,18B,246.52
29184,197,3859,27A,206.88
29185,197,211,29A,238.27
29186,197,939,30E,469.92
29187,197,4126,11F,182.83
29188,197,4097,28E,170.54
29189,197,117,13D,304.23
29190,197,4754,25A,496.52
29191,197,4275,5B,211.93
29192,197,809,18B,436.28
29193,197,3185,3B,170.73
29194,197,311,4A,159.93
29195,197,4823,7C,464.97
29196,197,1198,8F,110.43
29197,197,762,28E,455.96
29198,197,4859,10D,165.03
29199,197,15,29F,234.35
29200,197,3880,11D,63.47
29201,197,1563,18C,105.04
29202,197,4855,18A,431.9
29203,197,3219,22C,181.81
29204,197,2538,14D,153.9
29205,197,2562,15D,292.66
29206,197,1354,6B,195.5
29207,197,1438,5B,348.81
29208,197,2398,26C,198.84
29209,197,3299,18E,459.95
29210,197,2608,10F,477.6
29211,197,4145,10D,446.46
29212,197,2715,16A,440.47
29213,197,3521,28A,126.82
29214,197,1447,7A,65.09
29215,197,441,18C,188.12
29216,197,1048,14A,490.12
29217,197,3181,8C,230.55
29218,197,4459,29E,318.36
29219,197,479,30B,435.73
29220,197,1121,3B,99.45
29221,197,3781,22B,429.98
29222,197,3271,5D,403.25
29223,197,4686,11C,493.52
29224,197,3564,7C,294.5
29225,197,3005,4C,479.22
29226,197,1986,9F,234.43
29227,197,2096,26F,259.01
29228,197,1166,3A,135.77
29229,197,4771,25C,497.93
29230,197,2830,17C,266.73
29231,197,3946,19B,376.29
29232,197,1516,2D,159.07
29233,197,826,17E,184.33
29234,197,2120,15C,454.58
29235,197,2909,29C,294.66
29236,197,1485,26C,296.39
29237,197,3543,9F,323.05
29238,197,4485,20D,352.88
29239,197,4319,4F,354.61
29240,197,839,27A,142.04
29241,197,2143,27E,147.73
29242,197,2981,6A,443.82
29243,197,819,9D,316.67
29244,197,4243,1D,445.21
29245,198,2907,17B,419.18
29246,198,2558,14E,241.22
29247,198,1812,2B,471.28
29248,198,1852,20A,66.22
29249,198,4001,5B,112.66
29250,198,319,25E,301.74
29251,198,591,4C,85.73
29252,198,3884,16D,82.05
29253,198,3668,3C,327.35
29254,198,409,29F,373.57
29255,198,4662,25E,287.92
29256,198,3015,20A,80.97
29257,198,673,28A,285.81
29258,198,3290,16B,390.76
29259,198,685,23E,380.23
29260,198,2701,22B,489.38
29261,198,2189,14B,359.18
29262,198,4667,25B,272.08
29263,198,2916,23A,273.52
29264,198,2807,28D,477.54
29265,198,609,23C,124.55
29266,198,3617,20E,437.62
29267,198,418,19B,445.71
29268,198,2385,27D,477.49
29269,198,633,15B,369.49
29270,198,3812,28F,455.42
29271,198,4762,18D,63.27
29272,198,1120,19F,390.62
29273,198,233,8F,300.46
29274,198,1715,7C,287.47
29275,198,4566,15A,128.77
29276,198,4157,16D,63.68
29277,198,3671,20C,263.32
29278,198,2482,11A,406.06
29279,198,1556,3E,188.11
29280,198,3082,18F,85.37
29281,198,2316,19D,179.57
29282,198,4596,21B,277.27
29283,198,90,23D,200.23
29284,198,1868,18C,163.65
29285,198,219,7A,89.71
29286,198,3399,11A,463.98
29287,198,4034,27E,388.97
29288,198,308,6F,414.14
29289,198,3929,28D,367.51
29290,198,2524,30F,216.36
29291,198,4939,4D,467.14
29292,198,442,17E,224.26
29293,198,2200,1F,85.3
29294,198,4853,3B,448.56
29295,198,1397,27C,68.43
29296,198,2429,30F,434.57
29297,198,2624,16B,278.42
29298,198,4164,7F,198.8
29299,198,1296,20E,392.6
29300,198,2286,8E,263.16
29301,198,1181,23D,254.59
29302,198,736,20A,260.09
29303,198,419,4A,76.95
29304,198,1267,5C,199.11
29305,198,3739,14F,366.72
29306,198,3629,20B,364.09
29307,198,596,13B,85.87
29308,198,3798,8F,199.95
29309,198,2393,17D,302.09
29310,198,1360,17C,397.04
29311,198,4227,25C,217.27
29312,198,3975,22C,284.49
29313,198,2704,18A,497.99
29314,198,3827,2F,166.34
29315,198,2412,13E,53.19
29316,198,2185,15D,215.24
29317,198,1648,1A,309.45
29318,198,1362,25C,198.62
29319,198,828,8A,338.34
29320,198,1377,16B,149.88
29321,198,4888,20B,362.14
29322,198,1587,13F,131.38
29323,198,2383,14D,343.45
29324,198,4119,3D,436.31
29325,198,2549,2E,337.25
29326,198,2712,9A,327.96
29327,198,3009,2B,130.21
29328,198,884,3D,305.19
29329,198,1039,25C,384.72
29330,198,3650,24F,445.81
29331,198,713,9A,243.12
29332,198,566,29E,191.2
29333,198,1533,16E,94.35
29334,198,3904,8B,487.37
29335,198,4323,25C,339.63
29336,198,4776,9D,238.45
29337,198,4248,4B,247.49
29338,198,1982,22D,170.17
29339,198,4229,16A,421.01
29340,198,2213,23C,492.72
29341,198,2502,11B,63.37
29342,198,3709,29A,275.88
29343,198,1901,24F,126.77
29344,198,4065,20E,59.16
29345,198,4264,16C,471.85
29346,198,716,15D,135.19
29347,198,1592,10D,71.88
29348,198,1384,24A,231.43
29349,198,1832,16A,167.8
29350,198,2258,11B,185.04
29351,198,2877,29E,156.83
29352,198,3595,24C,251.81
29353,198,3510,19C,307.8
29354,198,4520,6D,79.82
29355,198,2348,12C,371.95
29356,198,2556,15C,265.61
29357,198,2292,7C,158.53
29358,198,188,11F,465.3
29359,198,2438,30B,296.73
29360,198,2378,13C,484.47
29361,198,651,28F,491.26
29362,198,458,21E,95.73
29363,198,504,9A,340.74
29364,198,709,13F,130.45
29365,198,2900,5D,416.03
29366,198,525,14B,249.44
29367,198,2182,24F,147.22
29368,198,4285,30A,227.35
29369,198,630,30A,329.34
29370,198,4424,15F,462.21
29371,198,1876,22C,198.6
29372,198,245,8D,100.44
29373,198,925,15D,145.25
29374,198,1358,24E,387.19
29375,198,284,23D,200.74
29376,198,4313,7B,492.7
29377,198,639,15E,267.09
29378,198,2898,11D,312.18
29379,198,561,28C,146.79
29380,198,3502,28F,257.47
29381,198,4873,18E,496.07
29382,198,835,9D,171.93
29383,198,3352,12E,413.75
29384,198,2866,30E,467.58
29385,198,1407,15A,186.07
29386,198,2815,14F,174.43
29387,198,2657,10D,310.69
29388,198,534,11B,193.42
29389,198,3001,14A,105.81
29390,199,3387,2C,172.93
29391,199,3733,27E,444.69
29392,199,4825,20A,472.99
29393,199,3834,9E,208.31
29394,199,4564,14B,194.97
29395,199,1751,25C,379.4
29396,199,2269,15D,347.65
29397,199,2439,9A,284.64
29398,199,4742,6E,164.96
29399,199,2665,10F,318.76
29400,199,2289,23D,164.15
29401,199,2350,29C,158.9
29402,199,878,30C,274.61
29403,199,106,11E,351.86
29404,199,1294,25F,420.45
29405,199,3805,21B,152.17
29406,199,4259,28C,189.59
29407,199,1833,2A,470.33
29408,199,4377,8F,178.27
29409,199,2426,18B,181.74
29410,199,3252,4E,488.35
29411,199,3750,4B,221.7
29412,199,1331,9E,165.63
29413,199,1261,24A,123.61
29414,199,2206,4A,135.44
29415,199,2861,10E,96.12
29416,199,3630,17F,250.75
29417,199,1911,25C,259.04
29418,199,4923,17B,126.29
29419,199,3963,29E,238.42
29420,199,3409,29D,447.64
29421,199,4107,28B,392.5
29422,199,1344,26A,184.14
29423,199,1161,26D,216.21
29424,199,274,7A,320.32
29425,199,3006,26D,336.42
29426,199,2578,10B,307.26
29427,199,4522,4E,155.86
29428,199,3350,5A,97.63
29429,199,424,29B,256.77
29430,199,4132,1D,291.65
29431,199,1176,6D,79.91
29432,199,2609,14A,495.59
29433,199,1374,9E,298.8
29434,199,978,22B,170.89
29435,199,1023,26D,167.85
29436,199,3925,24B,305.92
29437,199,4418,29E,293.31
29438,199,2619,2B,272.93
29439,199,689,1C,173.22
29440,199,4019,5D,219.98
29441,199,2831,23C,416.79
29442,199,8,25E,227.2
29443,199,4016,11E,88.66
29444,199,4786,17E,268.7
29445,199,4629,12D,266.3
29446,199,1388,16F,479.05
29447,199,4544,26E,84.92
29448,199,3795,29A,487.46
29449,199,1199,14B,279.12
29450,199,1593,1D,394.95
29451,199,1214,30D,364.41
29452,199,1851,12E,369.39
29453,199,2231,30C,408.46
29454,199,4693,2C,337.15
29455,199,576,17F,467.59
29456,199,215,30C,58.96
29457,199,796,17D,186.93
29458,199,2798,6B,301.67
29459,199,2745,15C,359.91
29460,199,518,7E,386.5
29461,199,724,15D,209.1
29462,199,2175,15E,56.86
29463,199,4112,3F,73.85
29464,199,190,7A,272.09
29465,199,1642,20E,434.59
29466,199,4118,8B,243.75
29467,199,4457,3B,165.9
29468,199,4640,27A,359.87
29469,199,1202,19F,155.09
29470,199,1000,27D,65.12
29471,199,955,3E,72.37
29472,199,1385,28C,263.23
29473,199,3205,13A,236.01
29474,199,2699,5B,384.99
29475,199,4095,21A,147.46
29476,199,4481,11B,214.92
29477,199,1774,11E,242.81
29478,199,568,11C,161.21
29479,199,1646,20B,358.6
29480,199,1173,23F,129.05
29481,199,4850,16F,460.41
29482,199,4368,21A,493.91
29483,199,1699,26B,219.75
29484,199,1293,19E,203.8
29485,199,2395,19A,187.01
29486,199,2951,16B,217.01
29487,199,1941,14C,281.45
29488,199,4688,14F,484.39
29489,199,1203,3A,363.26
29490,199,4344,28F,412.79
29491,199,915,13F,472.91
29492,199,77,4C,177.63
29493,199,4057,21C,488.1
29494,199,1739,28B,451.94
29495,199,4609,1E,61.12
29496,199,460,4D,161.39
29497,199,3417,2F,89.81
29498,199,249,13C,178.16
29499,199,1406,4A,343.26
29500,199,2842,9E,337.69
29501,199,4177,14E,142.06
29502,199,3613,24C,364.95
29503,199,2992,13C,411.31
29504,199,4852,23B,237.38
29505,199,2764,10D,361.22
29506,199,1542,5B,186.07
29507,199,3786,8B,81.29
29508,199,3655,22F,195.59
29509,199,4521,9C,136.05
29510,199,2705,25B,77.24
29511,199,3168,6E,219.95
29512,199,1443,20F,282.97
29513,199,1614,29E,479.72
29514,199,621,25A,468.56
29515,199,2652,13E,406.49
29516,199,1313,15F,145.4
29517,199,3919,12C,146.41
29518,199,1108,25E,54.62
29519,199,210,17E,53.46
29520,199,3324,12C,360.12
29521,199,4343,14A,448.1
29522,199,1276,6C,138.07
29523,199,1277,12D,168.08
29524,199,1630,13D,223.35
29525,199,163,18A,456.08
29526,199,3533,4E,483.66
29527,199,386,10E,192.35
29528,199,3147,11C,428.27
29529,199,3406,3F,365.8
29530,199,1484,2C,240.09
29531,199,20,7F,160.68
29532,199,3725,20E,192.04
29533,199,4226,19E,491.9
29534,199,4751,11F,418.96
29535,199,4658,12F,419.26
29536,199,4495,22A,195.95
29537,199,2689,20E,462.04
29538,199,256,1F,84.58
29539,199,2375,9B,153.96
29540,199,1529,27B,171.69
29541,199,4094,13C,376.39
29542,199,2813,13C,117.92
29543,199,497,20E,120.74
29544,199,1103,30E,90.91
29545,199,122,16D,253.46
29546,199,2106,9B,229.05
29547,199,2321,30A,229.07
29548,199,4815,13F,308.41
29549,199,1164,16B,387.93
29550,199,760,26A,375.48
29551,199,3550,4A,254.36
29552,199,2127,27A,106.94
29553,199,975,30D,370.84
29554,199,4630,30D,336.6
29555,199,4779,29C,470.81
29556,199,4412,6F,207.18
29557,199,1506,2E,313.41
29558,199,2507,15C,387.47
29559,199,1634,20D,363.4
29560,199,276,11E,172.63
29561,200,1951,6A,474.03
29562,200,4869,1F,483.2
29563,200,606,27E,499.42
29564,200,2351,2C,292.88
29565,200,3033,20D,279.51
29566,200,4955,27B,146.7
29567,200,702,27C,84.03
29568,200,2828,9D,350.03
29569,200,692,11D,373.47
29570,200,2470,7B,350.87
29571,200,857,26B,202.01
29572,200,88,12D,360.86
29573,200,2867,14A,323.97
29574,200,4296,17B,131.95
29575,200,2606,7C,484.39
29576,200,840,17A,392.78
29577,200,1980,20F,157.08
29578,200,806,23B,288.63
29579,200,2763,9F,413.28
29580,200,4083,2D,423.07
29581,200,4879,7F,253.06
29582,200,4035,9A,444.7
29583,200,361,16E,109.84
29584,200,744,15B,443.31
29585,200,3647,12C,312.43
29586,200,2174,8A,313.13
29587,200,3435,26C,283.08
29588,200,2491,28B,218.51
29589,200,205,6B,421.61
29590,200,3154,12D,193.74
29591,200,43,10C,110.56
29592,200,2138,25E,466.95
29593,200,2425,30E,238.82
29594,200,1005,4B,138.22
29595,200,2512,5A,83.47
29596,200,1721,10E,394.97
29597,200,1502,6C,457.79
29598,200,2260,10C,191.21
29599,200,2989,1F,242.55
29600,200,1801,15B,138.84
29601,200,1336,17E,451.94
29602,200,3449,20D,298.86
29603,200,1768,28C,200.32
29604,200,3423,24B,393.1
29605,200,953,3B,226.84
29606,200,704,6B,265.99
29607,200,1145,9D,280.42
29608,200,889,11F,356.98
29609,200,4746,19E,329.94
29610,200,1993,28B,477.7
29611,200,1737,2D,158.93
29612,200,897,5B,462.67
29613,200,1514,15F,175.85
29614,200,3419,16B,472.28
29615,200,2718,8D,80.32
29616,200,86,6E,117.37
29617,200,1020,11D,280.94
29618,200,421,12A,357.76
29619,200,1183,3B,352.13
29620,200,2168,13D,159.68
29621,200,1552,8D,133.39
29622,200,278,18D,70.96
29623,200,1127,7A,58.85
29624,200,565,15F,296.16
29625,200,3454,2A,469.0
29626,200,1070,13E,76.27
29627,200,3679,14C,74.75
29628,200,3407,25B,216.92
29629,200,2726,25C,167.05
29630,200,3738,2E,342.5
29631,200,1866,4F,60.61
29632,200,341,7E,356.06
29633,200,4671,30A,317.01
29634,200,3654,4B,320.84
29635,200,3482,28B,244.95
29636,200,3893,28C,94.63
29637,200,1664,23D,55.73
29638,200,907,23B,148.4
29639,200,3536,24B,424.12
29640,200,1081,15F,469.04
29641,200,2243,30A,258.63
29642,200,1887,20F,497.44
29643,200,852,6A,406.26
29644,200,982,27F,186.9
29645,200,2557,16E,243.42
29646,200,1511,19F,195.93
29647,200,1590,16F,52.75
29648,200,4785,22D,296.14
29649,200,1629,15C,375.64
29650,200,3574,10B,404.11
29651,200,2675,19E,68.07
29652,200,4281,6C,323.88
29653,200,1991,21B,194.62
29654,200,2661,30E,301.98
29655,200,3450,7F,102.28
29656,200,1906,17F,91.58
29657,200,4601,19F,470.08
29658,200,3549,25C,323.07
29659,200,1426,4F,284.46
29660,200,1814,6D,92.77
29661,200,3771,24F,476.31
29662,200,4483,27E,306.37
29663,200,1486,28E,454.53
29664,200,2226,30C,368.3
29665,200,4491,26A,478.51
29666,200,4800,22D,440.76
29667,200,2064,5E,439.53
29668,200,1882,5F,164.07
29669,200,247,19A,290.12
29670,200,631,9D,360.79
29671,200,320,16D,372.18
29672,200,2255,23A,166.69
29673,200,2936,14F,342.54
29674,200,1741,7C,411.04
29675,200,3933,17A,339.28
29676,200,4833,15B,265.86
29677,200,2636,12A,180.19
29678,200,3366,13B,69.35
29679,200,2736,8C,496.69
29680,200,4810,25A,423.95
29681,200,671,1E,225.73
29682,200,290,28E,184.87
29683,200,3241,23C,102.63
29684,200,3040,3D,95.84
29685,200,4946,24B,192.85
29686,200,1671,13B,76.81
29687,200,2113,20D,84.62
29688,200,3824,28E,204.37
29689,200,1172,13A,438.52
29690,200,599,6D,365.24
29691,200,1728,5E,499.12
29692,200,3470,29A,72.97
29693,200,4689,15D,50.32
29694,200,1148,3F,276.58
29695,200,4588,18C,436.72
29696,200,4906,20E,427.65
29697,200,2451,13C,292.78
29698,200,164,8F,156.8
29699,200,1434,7C,227.62
29700,200,4255,12F,428.43
29701,200,899,18F,225.59
29702,200,4665,18F,299.34
29703,200,240,30B,342.62
29704,200,471,29A,56.08
29705,200,3060,23A,148.06
29706,200,2095,18D,143.34
29707,200,557,7B,424.63
29708,200,2036,12C,465.05
29709,200,3036,26F,284.03
29710,200,1043,6A,257.71
29711,200,292,14B,205.5
29712,200,3604,4B,110.84
29713,200,3784,30F,396.57
29714,200,2895,19F,283.19
29715,200,3194,2A,424.18
29716,200,187,17A,317.21
29717,200,4098,2F,117.14
29718,200,349,14D,132.5
29719,200,3175,8E,330.54
29720,200,1324,5C,374.3
29721,200,4230,16A,52.45
29722,200,4203,4F,128.76
29723,200,2617,13B,421.36
29724,200,3337,24F,491.06
29725,200,2082,15C,231.71
29726,200,2477,16B,227.05
29727,200,1096,13E,182.82
29728,200,1264,26D,153.0
29729,200,3811,28F,116.25
29730,200,3589,15D,299.56
29731,200,1222,10C,470.34
29732,200,1800,18D,293.6
29733,200,1024,29E,279.02
29734,201,3011,15A,141.48
29735,201,1253,25B,273.73
29736,201,4278,27C,170.94
29737,201,2650,29A,426.29
29738,201,2688,9E,195.49
29739,201,270,15D,386.83
29740,201,1971,16C,236.87
29741,201,4469,12A,391.05
29742,201,2072,7C,467.61
29743,201,2372,12F,206.09
29744,201,808,4E,108.77
29745,201,4572,22A,286.6
29746,201,4321,19F,298.84
29747,201,2695,21C,205.87
29748,201,1312,30C,112.87
29749,201,3086,9E,131.23
29750,201,3554,10E,392.06
29751,201,2829,7F,109.13
29752,201,3042,14B,273.16
29753,201,2656,24E,350.8
29754,201,1092,18B,206.48
29755,201,4714,26F,263.04
29756,201,838,22D,381.37
29757,201,2308,17F,203.06
29758,201,2961,21A,87.83
29759,201,464,27D,169.28
29760,201,4597,24A,450.38
29761,201,3620,19F,273.87
29762,201,1797,2F,339.4
29763,201,3719,8A,222.91
29764,201,4356,12D,224.62
29765,201,1432,30B,79.81
29766,201,2555,12A,187.76
29767,201,1780,6E,405.4
29768,201,3403,2C,79.76
29769,201,2496,11E,149.34
29770,201,3657,27D,319.03
29771,201,949,5C,118.84
29772,201,4451,29F,471.94
29773,201,3551,21E,467.35
29774,201,178,26A,456.95
29775,201,1807,25B,326.68
29776,201,4722,6D,408.57
29777,201,1250,5A,461.7
29778,201,3169,6C,70.86
29779,201,367,13F,161.57
29780,201,1898,24A,309.17
29781,201,1622,21F,329.81
29782,201,893,14F,59.45
29783,201,985,30F,450.2
29784,201,3391,20C,209.27
29785,201,3413,19A,496.97
29786,201,772,7C,300.6
29787,201,892,2D,252.52
29788,201,1448,22B,141.92
29789,201,821,19F,75.79
29790,201,2913,3C,300.34
29791,201,2379,15A,265.65
29792,201,1025,6A,194.35
29793,201,2202,3B,292.88
29794,201,4645,7C,339.4
29795,201,2955,16A,289.66
29796,201,231,14A,374.16
29797,201,129,21B,258.31
29798,201,2533,8F,317.8
29799,201,128,23E,413.88
29800,201,4878,1B,375.07
29801,201,416,6B,279.15
29802,201,1205,2E,350.24
29803,201,3832,20A,428.13
29804,201,3090,20E,191.64
29805,201,1381,20E,378.9
29806,201,4445,9F,465.19
29807,201,2591,25F,268.17
29808,201,173,16E,79.78
29809,201,4422,26E,169.75
29810,201,2983,8C,372.03
29811,201,4172,26B,413.92
29812,201,3532,14E,204.45
29813,201,691,6C,309.78
29814,201,2781,29C,452.17
29815,201,1156,4D,148.05
29816,201,3183,24B,282.46
29817,201,1180,1F,61.91
29818,201,2139,12E,118.95
29819,201,1535,30A,59.92
29820,201,4370,23E,378.69
29821,201,3910,29D,324.6
29822,201,1035,2A,386.72
29823,201,2603,12E,181.84
29824,201,2214,19A,487.57
29825,201,456,13D,133.71
29826,201,1733,23E,386.49
29827,201,3887,28A,67.6
29828,201,661,29E,400.63
29829,201,185,1F,62.67
29830,201,1424,23D,254.4
29831,201,2868,20A,474.97
29832,201,108,2D,280.79
29833,201,3097,23F,210.8
29834,201,3253,5C,355.81
29835,201,4648,16A,70.81
29836,201,155,13B,193.01
29837,201,1582,14E,91.24
29838,201,2288,30E,336.75
29839,201,569,18D,369.87
29840,201,180,13C,438.13
29841,201,1280,7A,463.66
29842,201,387,7C,449.03
29843,201,836,18C,456.3
29844,201,111,30B,498.12
29845,201,1929,3E,192.91
29846,201,3457,9F,416.48
29847,201,1286,11F,152.05
29848,201,1200,21C,359.65
29849,201,1890,13A,54.59
29850,201,316,7B,81.6
29851,201,2103,6E,411.01
29852,201,506,14C,262.58
29853,201,4843,20D,367.02
29854,201,2869,22F,295.74
29855,202,3628,20D,459.52
29856,202,4834,28E,285.61
29857,202,3930,26A,497.98
29858,202,792,8B,86.49
29859,202,2522,13E,397.97
29860,202,2089,12F,310.6
29861,202,3638,8F,387.36
29862,202,2001,26D,263.77
29863,202,4265,4A,88.36
29864,202,1949,20A,299.0
29865,202,7,12F,91.01
29866,202,2572,4A,108.62
29867,202,2563,2D,301.63
29868,202,545,28E,238.81
29869,202,3364,13E,485.0
29870,202,1900,14D,222.0
29871,202,2307,4C,365.25
29872,202,4724,30D,416.8
29873,202,3479,17F,113.42
29874,202,2133,30F,65.6
29875,202,2684,22B,112.48
29876,202,921,21F,78.08
29877,202,2785,8E,177.49
29878,202,2333,13D,342.76
29879,202,636,2A,217.78
29880,202,2539,12E,356.55
29881,202,2687,19D,208.98
29882,202,4846,28F,325.15
29883,202,2489,23E,211.86
29884,202,2209,25A,437.36
29885,202,1087,9A,272.08
29886,202,4792,15C,138.85
29887,202,2304,6D,456.72
29888,202,2239,14A,254.22
29889,202,3724,14D,166.13
29890,202,544,16B,96.69
29891,202,1306,21E,110.04
29892,202,3897,4C,54.1
29893,202,2771,23D,343.3
29894,202,888,10D,76.12
29895,202,31,3C,125.55
29896,202,1288,8F,150.09
29897,202,1730,27D,487.21
29898,202,1919,27B,307.3
29899,202,3051,8B,78.47
29900,202,194,20B,203.64
29901,202,1069,29D,381.34
29902,202,1256,20B,353.36
29903,202,1720,22B,418.48
29904,202,2382,4F,95.21
29905,202,1420,13A,498.27
29906,202,3588,18F,55.32
29907,202,3767,28E,330.26
29908,202,3976,8E,466.52
29909,202,4523,21C,440.3
29910,202,2027,2A,84.82
29911,202,4552,6A,70.26
29912,202,2794,10F,93.74
29913,202,4372,4A,370.15
29914,202,3092,11C,485.63
29915,202,1212,18F,401.49
29916,202,1476,20D,305.23
29917,202,4213,27D,418.39
29918,202,4603,8A,489.57
29919,202,1457,14B,399.17
29920,202,4085,26D,83.51
29921,202,3729,20E,451.7
29922,202,798,21F,78.08
29923,202,813,20B,84.81
29924,202,3989,30A,180.6
29925,202,1808,24A,269.44
29926,202,244,10C,453.36
29927,202,3568,9B,89.15
29928,202,3611,12C,225.61
29929,202,24,7B,119.08
29930,202,3535,28C,430.66
29931,202,4325,25C,136.63
29932,202,1930,10E,330.98
29933,202,2519,26D,254.67
29934,202,904,8C,428.83
29935,202,313,5E,350.33
29936,202,3023,28D,439.83
29937,202,4340,1F,178.74
29938,202,1470,13F,159.58
29939,202,2629,30F,421.75
29940,202,3698,3C,175.63
29941,202,1562,3A,98.54
29942,202,643,2A,281.0
29943,202,962,30B,148.43
29944,202,4363,22E,74.65
29945,202,3981,20F,477.12
29946,202,4141,11C,330.62
29947,202,1651,25E,223.52
29948,202,1010,11E,478.58
29949,202,797,5C,71.79
29950,202,1282,29E,87.91
29951,202,3323,3F,257.89
29952,202,1449,15C,424.76
29953,202,3869,6D,89.05
29954,202,4919,6C,267.26
29955,202,4028,1D,441.95
29956,202,3380,20B,236.15
29957,202,2186,22A,275.81
29958,202,229,9C,156.3
29959,202,1159,12A,165.02
29960,202,3437,4A,477.41
29961,202,2680,27B,61.9
29962,202,2297,7A,388.92
29963,202,4358,21D,104.09
29964,202,1735,27D,223.72
29965,202,2251,22C,127.46
29966,202,4857,13E,421.16
29967,202,1632,8C,413.58
29968,202,963,5C,63.49
29969,202,1341,1E,175.72
29970,202,4140,30F,190.77
29971,202,489,26B,458.87
29972,202,1316,19D,318.97
29973,202,1559,28C,451.62
29974,202,4305,30D,340.94
29975,203,510,8C,163.91
29976,203,3351,30B,203.44
29977,203,4768,29F,182.59
29978,203,3138,6E,463.55
29979,203,342,12F,214.58
29980,203,2510,11A,191.85
29981,203,79,12E,292.78
29982,203,3504,25E,339.92
29983,203,4465,25C,487.15
29984,203,1762,2E,284.98
29985,203,4021,7C,120.38
29986,203,3892,1E,79.6
29987,203,3473,12F,217.16
29988,203,4791,26A,88.97
29989,203,2411,1F,169.91
29990,203,4403,4D,394.37
29991,203,4824,17F,129.6
29992,203,3876,16F,375.61
29993,203,1030,30A,426.36
29994,203,3032,15B,343.97
29995,203,3740,18D,195.62
29996,203,4101,17D,292.15
29997,203,993,29C,475.05
29998,203,2742,15F,392.07
29999,203,4525,27A,169.62
30000,203,2338,10D,499.57
30001,203,5000,9C,443.88
30002,203,4999,3F,369.9
30003,203,4998,19F,372.29
30004,203,4997,11D,306.6
30005,203,4996,4C,496.08
30006,203,4995,18E,419.83
30007,203,4994,6B,252.95
30008,203,4993,22F,380.48
30009,203,4992,27B,257.33
30010,203,4991,10D,130.78
30011,203,4990,14B,380.78
30012,203,4989,14E,248.36
30013,203,4988,5A,139.91
30014,203,4987,3A,69.42
30015,203,4986,8C,82.45
30016,203,4985,7F,273.12
30017,203,4984,30B,411.66
30018,203,4983,27D,401.88
30019,203,4982,19B,240.87
30020,203,4981,6F,362.99
30021,203,4980,29A,323.04
30022,203,4979,14A,312.71
30023,203,4978,18F,363.45
30024,203,4977,30B,199.28
30025,203,4976,17D,213.68
30026,203,4975,23B,456.5
30027,203,4974,11D,334.96
30028,203,4973,2D,400.59
30029,203,4972,20C,353.59
30030,203,4971,12A,184.4
30031,203,4970,28F,89.14
30032,203,4969,9A,482.17
30033,203,4968,21C,337.89
30034,203,4967,12E,370.85
30035,203,4966,17D,346.97
30036,203,4965,19C,174.72
30037,203,4964,22E,297.31
30038,203,4963,13F,416.67
30039,203,4962,21D,118.61
30040,203,4961,14F,326.53
30041,203,4960,16A,212.37
30042,203,4959,23D,138.84
30043,203,4958,25A,409.73
